measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.0942694651091208,0.09564219262640773,0.09298997992527541
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,63.411308257522414,64.40332980747341,62.47358114090403
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2010,7726516.358970431,7740572.375971315,7711246.57208131
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2010,0.8898864628787172,0.8904823088006136,0.8889439789383482
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2010,926.7767767797905,928.4627617082142,924.9452031160937
Deaths,Europe,Both,All Ages,Injuries,Number,2010,600139.9574028715,605974.5067960322,597199.2048396058
Deaths,Europe,Both,All Ages,Injuries,Percent,2010,0.06911995207910483,0.06979371174862171,0.06881145963045074
Deaths,Europe,Both,All Ages,Injuries,Rate,2010,71.98532294477769,72.68516290231274,71.63258685321082
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,12528020.169631908,13069544.75385331,12172699.343691476
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.2370980910411183,0.24717166893598244,0.23048261323950486
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,178.1338454245668,185.83369386615286,173.08159740555192
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,591910.1186011811,601224.9287577472,582769.2833356381
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.09896400850053853,0.10042823801028648,0.09758636707296782
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,64.18907876074714,65.19921368493833,63.1978103631303
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2009,3021393.1313134274,3171928.879153592,2886850.9579308764
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2009,0.31669121167100994,0.3277694011424324,0.3051712846619151
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2009,294.0210391817413,308.6701348440208,280.9283273390714
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,5832199.220535029,6246644.702346568,5568925.162812635
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.2064740696143751,0.2209750389915514,0.19784094668348481
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,139.50973265105867,149.42351923132264,133.21205796301163
Deaths,Africa,Both,All Ages,Injuries,Number,2009,618115.9551175495,652086.6492177428,583863.0673678142
Deaths,Africa,Both,All Ages,Injuries,Percent,2009,0.06479193252082403,0.06816313648146716,0.061351234359133235
Deaths,Africa,Both,All Ages,Injuries,Rate,2009,60.15076077818205,63.45655328745469,56.817507138734335
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,355930.6794923745,360153.6778702649,351789.1569353922
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.04099358504217824,0.0414594759352204,0.040531755612108256
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,42.693016175913435,43.19955452297367,42.19625065468789
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,12190072.388873126,12744743.491915617,11825445.536078582
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.23045923840669352,0.24061042363479787,0.22400021897115632
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,171.21073758343763,179.00114650297877,166.08951841277386
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2012,36830374.214750886,37215281.37648014,36370338.629481256
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2012,0.6935750600719558,0.6995614183891016,0.6853536195852086
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2012,510.95763801689804,516.2975580803279,504.575441227843
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2009,4780567.3266628105,4793561.699167383,4766528.417561256
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2009,0.7992865559663274,0.8007201467238103,0.7977889347037105
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2009,518.4236643519366,519.8328255977575,516.9012294184627
Deaths,America,Both,All Ages,Injuries,Number,2009,608568.4296159622,613380.9975979668,604657.8942524748
Deaths,America,Both,All Ages,Injuries,Percent,2009,0.10174943553313462,0.10240923984759472,0.10119213683297801
Deaths,America,Both,All Ages,Injuries,Rate,2009,65.99557201731744,66.51746595954029,65.57149806663593
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,11809710.780941196,12356624.98232304,11443351.364971418
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.22239177029427606,0.23230095270544382,0.2161166639689844
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,163.8392781758824,171.42676525669629,158.7566759531171
Deaths,Global,Both,All Ages,Injuries,Number,2012,4462361.188975707,4553872.477159957,4293834.828506337
Deaths,Global,Both,All Ages,Injuries,Percent,2012,0.08403316963376817,0.08559318853561425,0.08090702539500876
Deaths,Global,Both,All Ages,Injuries,Rate,2012,61.90753099066025,63.177091581868744,59.5695196908857
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2009,19153243.865312744,19451256.359437563,18791606.87202636
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2009,0.6909844500888084,0.7004742599573724,0.6786871698762563
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2009,463.4598400408061,470.6709852561288,454.7091435927295
Deaths,Asia,Both,All Ages,Injuries,Number,2009,2623344.80552547,2700849.128287031,2468082.2716637556
Deaths,Asia,Both,All Ages,Injuries,Percent,2009,0.09464092269964762,0.09709144968145852,0.08900201694061965
Deaths,Asia,Both,All Ages,Injuries,Rate,2009,63.47827931865905,65.35368701889708,59.72132046542797
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2011,36216224.38256807,36600910.18078953,35755758.67218514
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2011,0.6846973822896939,0.6908475657614429,0.6760047314996188
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2011,508.6603500965723,514.0632990824616,502.1930649655591
Deaths,Global,Both,All Ages,Injuries,Number,2011,4487698.311902052,4579874.864267858,4320132.6179357255
Deaths,Global,Both,All Ages,Injuries,Percent,2011,0.08484337930361194,0.08642338255946624,0.08172197935973585
Deaths,Global,Both,All Ages,Injuries,Rate,2011,63.03015384338742,64.32478237511386,60.67667757659803
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2009,7701805.6227418585,7716331.255847789,7686517.513183674
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2009,0.8937373762954275,0.8943231990949232,0.8928158821767244
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2009,926.2089215189771,927.9557548762999,924.3703937555472
Deaths,Europe,Both,All Ages,Injuries,Number,2009,556445.3687449761,562153.2339676467,553824.1405628718
Deaths,Europe,Both,All Ages,Injuries,Percent,2009,0.06457135452511463,0.06523214596608627,0.06428632693912571
Deaths,Europe,Both,All Ages,Injuries,Rate,2009,66.917381470611,67.60380176619142,66.60215604860956
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,5527875.425155113,5934148.134074446,5276145.648291515
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.19072353146280174,0.20446547729005896,0.18265194082671227
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,129.29334648849695,138.79579617904017,123.40555366426112
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2010,3071002.001290257,3226541.290395775,2935823.2795313424
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2010,0.3263605732700059,0.33757652565119667,0.31460472954263996
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2010,291.30119009873584,306.05493496914335,278.47875543153117
Deaths,Africa,Both,All Ages,Injuries,Number,2010,606789.9739571415,641028.4658730595,573447.9944494053
Deaths,Africa,Both,All Ages,Injuries,Percent,2010,0.06448765879469745,0.06781851345248334,0.061087265046266985
Deaths,Africa,Both,All Ages,Injuries,Rate,2010,57.55731890745516,60.80502549901781,54.394651378495276
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2010,4842110.800193586,4855289.18366353,4827779.291447444
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2010,0.771895265537242,0.7731185053030929,0.7703960439348968
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2010,519.2213269429703,520.6344498628254,517.6845539744614
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2011,7650159.7012846405,7665373.8121682955,7635811.718306066
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2011,0.8974857385529857,0.8981061431686433,0.8966608334634282
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2011,915.4628254103694,917.2834348459244,913.7458619024972
Deaths,America,Both,All Ages,Injuries,Number,2010,839551.165154283,844694.0457508891,835521.1206468836
Deaths,America,Both,All Ages,Injuries,Percent,2010,0.13383526935363654,0.1345206405596734,0.1332910340009702
Deaths,America,Both,All Ages,Injuries,Rate,2010,90.02538107771043,90.57685406085068,89.59323791884505
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2010,19769825.398236748,20085551.796219733,19403067.72399904
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2010,0.6999051221814365,0.7095635841885505,0.6878091426283575
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2010,472.9061802544357,480.4585466445271,464.1331148727741
Deaths,Europe,Both,All Ages,Injuries,Number,2011,521237.2143399892,527440.7899299226,517893.8416814367
Deaths,Europe,Both,All Ages,Injuries,Percent,2011,0.061149432293770026,0.061855548245746086,0.06078913072361026
Deaths,Europe,Both,All Ages,Injuries,Rate,2011,62.374291724732025,63.11664784002379,61.97420421023424
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2012,3177871.872326701,3338763.524393595,3038215.768602928
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2012,0.3484709344644388,0.36014593302717574,0.3356865943670339
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2012,286.3981957755337,300.89817586238485,273.81201932083394
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,354046.22978090413,358458.10400661075,349434.18886187417
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.0414839473175868,0.04197768969486002,0.04093795278696927
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,42.26505398838192,42.791731260033295,41.714481373726386
Deaths,Africa,Both,All Ages,Injuries,Number,2012,615190.4574766129,651575.7912932691,581698.7139893576
Deaths,Africa,Both,All Ages,Injuries,Percent,2012,0.06746174490204356,0.07096118868763321,0.06388139591004467
Deaths,Africa,Both,All Ages,Injuries,Rate,2012,55.4425867870589,58.72172904843383,52.42422251892881
Deaths,Asia,Both,All Ages,Injuries,Number,2010,2644466.001793443,2719746.6380502037,2486341.9619899443
Deaths,Asia,Both,All Ages,Injuries,Percent,2010,0.09362080820418808,0.09604813137794292,0.08815899921152881
Deaths,Asia,Both,All Ages,Injuries,Rate,2010,63.257226127672006,65.05798447642728,59.47480346264728
Deaths,America,Both,All Ages,Injuries,Number,2012,631739.5081831319,636761.9609920207,627791.4525310453
Deaths,America,Both,All Ages,Injuries,Percent,2012,0.10122975581588563,0.10198888332378883,0.10071010184064486
Deaths,America,Both,All Ages,Injuries,Rate,2012,66.26755828595297,66.79439835205669,65.85341922285524
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2010,35592215.834489495,35956715.40310283,35127130.52057357
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2010,0.6736090447839022,0.6795603684595481,0.6648697755567694
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2010,506.0798264954473,511.2625855374604,499.4668553877566
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2012,20769730.552436795,21101292.018642988,20410696.95786635
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2012,0.7166030550839577,0.7257328120655261,0.7047910200017151
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2012,485.79024711172303,493.54525029746037,477.3926890313509
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2012,5023114.477234603,5037614.685871777,5008861.368938267
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2012,0.8049034341722351,0.8061559285822383,0.8034096880051259
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2012,526.9094731062228,528.4305010118326,525.4143652768905
Deaths,Global,Both,All Ages,Injuries,Number,2010,4718075.506429079,4810717.723358106,4552792.088743737
Deaths,Global,Both,All Ages,Injuries,Percent,2010,0.08929286417497953,0.09085240646546515,0.0861915454583817
Deaths,Global,Both,All Ages,Injuries,Rate,2010,67.08553479191646,68.40279914229063,64.73539722999158
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2013,21132653.31151432,21473898.618584104,20758777.022105277
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2013,0.724287034985081,0.7338583883005714,0.7125910606333209
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2013,488.7526858657166,496.644953718261,480.1057337799313
Deaths,Asia,Both,All Ages,Injuries,Number,2012,2686015.3539806623,2762560.9025830464,2527071.7869518953
Deaths,Asia,Both,All Ages,Injuries,Percent,2012,0.09267341345323998,0.09498281885584883,0.08737294556518166
Deaths,Asia,Both,All Ages,Injuries,Rate,2012,62.824120864825666,64.61447056998789,59.10653605991997
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,5134840.100152015,5357357.825714376,4934823.339479662
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.5712651452942378,0.5869893729665566,0.5574162182018095
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,451.0619809717442,470.6087018307852,433.4918221086171
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2013,5132251.1043503275,5147613.532088765,5117695.979788861
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2013,0.8078557759851172,0.8091285364878865,0.8063223492515023
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2013,532.565088533519,534.1592218918183,531.0547276717674
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2013,3227785.567103744,3393096.694949329,3087410.36929344
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2013,0.35911156343360007,0.3708935361235811,0.3459614172088085
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2013,283.5397643651488,298.0612613053346,271.2087251178422
Deaths,Global,Both,All Ages,Injuries,Number,2013,4452354.291004653,4542766.091041144,4287316.661088493
Deaths,Global,Both,All Ages,Injuries,Percent,2013,0.08357491058045237,0.08512095588989825,0.08045462516251455
Deaths,Global,Both,All Ages,Injuries,Rate,2013,61.011160700281636,62.25008476173218,58.74962967595332
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,11170781.734091397,11728378.482791238,10798872.927220963
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.20710805024599793,0.2172557630117533,0.20062920727814318
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,151.2561791741563,158.80622855618634,146.22040759903322
Deaths,America,Both,All Ages,Injuries,Number,2013,631538.308451226,636730.1656719839,627420.9409282535
Deaths,America,Both,All Ages,Injuries,Percent,2013,0.09940886370419763,0.10017054775557398,0.0988667850899026
Deaths,America,Both,All Ages,Injuries,Rate,2013,65.53367095922953,66.07242127448242,65.10641863762376
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,359275.9258990762,363575.8701283095,355105.38341235806
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.04169126917945662,0.042177783661534005,0.04122051402799516
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,43.20604597863779,43.723151564292856,42.70450207478143
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2013,37359965.078588955,37743757.32413111,36895961.13966655
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2013,0.7012844553497355,0.7074473491968023,0.6929589038419477
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2013,511.9482153008023,517.2073678385066,505.58991202283715
Deaths,Europe,Both,All Ages,Injuries,Number,2013,501837.78526712034,508275.6968576794,497786.9804968764
Deaths,Europe,Both,All Ages,Injuries,Percent,2013,0.058830585832134887,0.05955669260589721,0.058380915187567925
Deaths,Europe,Both,All Ages,Injuries,Rate,2013,59.77095460669544,60.53773648868625,59.28848701427618
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2012,7669473.222147031,7685161.036263385,7653036.00407121
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2012,0.898640295846225,0.8992695317147237,0.8977932557951752
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2012,915.5603775164873,917.4331451236958,913.5981481493711
Deaths,Africa,Both,All Ages,Injuries,Number,2013,625766.010759242,661971.2267612746,591459.6144077757
Deaths,Africa,Both,All Ages,Injuries,Percent,2013,0.06962329127216217,0.07312515707322162,0.06600249400160145
Deaths,Africa,Both,All Ages,Injuries,Rate,2013,54.96943447752003,58.14982493425573,51.9558428570457
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,589143.1473877177,598756.4873833258,580787.0024455185
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.0927353603106859,0.09418651516116605,0.09144755818504983
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,61.13439620705649,62.131956373495754,60.26729306255737
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,5942250.200783376,6350327.58144354,5686029.673388798
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.214374627211545,0.22874815560244768,0.20565767681697766
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,143.78735773970408,153.66179357391522,137.58747194090625
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,5228037.201600544,5632954.6797247995,4976043.380628196
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.17561819003489249,0.1893411846404521,0.1673206656698921
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,119.62592419477674,128.89108924149917,113.85989909534554
Deaths,Asia,Both,All Ages,Injuries,Number,2013,2674993.899480404,2751231.5621300656,2519518.68270815
Deaths,Asia,Both,All Ages,Injuries,Percent,2013,0.09168079147513199,0.09393831548006383,0.08649519624672233
Deaths,Asia,Both,All Ages,Injuries,Rate,2013,61.86683866777382,63.63005135265926,58.2710322792978
Deaths,Global,Both,All Ages,Injuries,Number,2015,4486745.463096139,4578670.893860526,4322846.982485797
Deaths,Global,Both,All Ages,Injuries,Percent,2015,0.08184184687658376,0.08335728530956263,0.0788859436435398
Deaths,Global,Both,All Ages,Injuries,Rate,2015,60.07015885864535,61.30088952402068,57.87582716589986
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2015,39452998.705863245,39870004.77868748,38954580.532558545
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2015,0.7196568433184513,0.7258161604262015,0.7110719595469447
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2015,528.2109090440179,533.7939360388867,521.5379076235653
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2013,7675467.282064642,7690171.679618851,7659232.297344999
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2013,0.8997972759192729,0.9004173461574437,0.8989633209966789
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2013,914.1798803716345,915.9312349019899,912.2462265830859
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,355475.4810072444,360897.8200516868,349957.2759573284
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.041581437504997945,0.04220587752762392,0.04093239712494572
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,42.250705172649596,42.89518745216916,41.59482855920324
Deaths,Europe,Both,All Ages,Injuries,Number,2012,511011.49888635066,517537.16675115284,507009.93215608154
Deaths,Europe,Both,All Ages,Injuries,Percent,2012,0.05987575683618778,0.06060786955527378,0.05944316835224704
Deaths,Europe,Both,All Ages,Injuries,Rate,2012,61.00313115177398,61.78214722768813,60.52543524749167
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2014,7688970.888011126,7704445.580477427,7671437.168594918
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2014,0.899411274222947,0.9001024238851428,0.898515395822469
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2014,913.887059523588,915.7263331274335,911.8030564088435
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,10882448.894897968,11449481.528174749,10504510.614174472
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.19850130980496405,0.20834760691819837,0.19186343302074718
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,145.69813225743096,153.2897686983955,140.63815888729988
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,11461544.070802294,12018920.912065051,11096121.43869153
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.21514063406981168,0.2254858449205515,0.20884911333101266
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,157.05895386399945,164.69675755397125,152.05152240773066
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,589462.7257780023,599182.5796749623,580547.413752683
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.0911395310482837,0.09254075224975387,0.08988174239163735
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,60.524801703349546,61.52281600344393,59.60939608250435
Deaths,Europe,Both,All Ages,Injuries,Number,2014,504447.02817935054,511592.3020639316,499841.4713674532
Deaths,Europe,Both,All Ages,Injuries,Percent,2014,0.0590072882720551,0.059778003975607716,0.05848088391387131
Deaths,Europe,Both,All Ages,Injuries,Rate,2014,59.95699788473057,60.80626281692755,59.40959578975639
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,4982876.159500642,5213472.616117013,4779345.7662662165
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.5586471136905716,0.5749705764872718,0.5445927078253171
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,426.7904277425791,446.5413421151106,409.357760181393
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2015,3378389.0365101313,3550376.9638047554,3233444.945972357
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2015,0.38330246424107267,0.39517651525430875,0.3687512532160777
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2015,282.2340637998108,296.60211055827676,270.1252867305768
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,5099207.34469757,5522436.4615466315,4842768.817584264
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.16789448593121997,0.18173356063177012,0.15972220269594178
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,115.55280690563957,125.14357447208444,109.74167007522524
Deaths,Africa,Both,All Ages,Injuries,Number,2015,623314.8965010489,660786.2507386864,587682.5354531597
Deaths,Africa,Both,All Ages,Injuries,Percent,2015,0.07072125500395306,0.07447993512871313,0.06685281458936214
Deaths,Africa,Both,All Ages,Injuries,Rate,2015,52.072361816617416,55.202756945265904,49.09559805357957
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2015,5383808.520343605,5399788.349333601,5367253.055514225
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2015,0.8139417543500248,0.8152262286979297,0.812447475908645
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2015,547.1791446710859,548.8032420225601,545.496543023805
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,365145.4052767263,370642.6176610884,359035.5239076461
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.041566782226378905,0.042174236650998814,0.040869273070086094
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,43.312009932109326,43.96406611014064,42.587281539755516
Deaths,America,Both,All Ages,Injuries,Number,2015,639888.2822894884,645649.2195132152,634877.7352840749
Deaths,America,Both,All Ages,Injuries,Percent,2015,0.09674022966464813,0.09749656414509417,0.09611795971589593
Deaths,America,Both,All Ages,Injuries,Rate,2015,65.03454230684011,65.62005063067282,64.52529930267369
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2015,22574945.87533447,22953909.618010506,22163630.68927661
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2015,0.7432926109244605,0.7525792184617232,0.7317759021567344
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2015,511.5693842789792,520.1570570723238,502.24859752546064
Deaths,Asia,Both,All Ages,Injuries,Number,2015,2697387.5723381774,2777954.42766809,2546145.97570991
Deaths,Asia,Both,All Ages,Injuries,Percent,2015,0.08881290314431868,0.09109911851023754,0.08412903548077105
Deaths,Asia,Both,All Ages,Injuries,Rate,2015,61.125324825274646,62.95104510837166,57.69804881355097
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,4812512.938468984,5055785.7580941,4610310.745267085
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.5459762807549735,0.5632428845018747,0.5311421763959202
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,402.04223641346573,422.3654957399763,385.1500590828298
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,590794.9832991541,600528.0088294448,581738.3518350993
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.08931801598532631,0.09072197855428038,0.08804019231978559
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,60.04498347518632,61.03419187006191,59.12451985925776
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2016,40403545.34354752,40855482.96812294,39875911.855317734
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2016,0.7278694615535285,0.7339683970421228,0.7194373084412103
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2016,534.8278747622127,540.8102418347437,527.8435100297653
